date,GOOGLSMA,GOOGLClose,EBAYSMA,EBAYClose
2020-01-09 10:30:00,1412.0147,1352.745,35.7579,36.245
2020-01-09 10:35:00,1412.2289,1353.05,35.7433,36.25
2020-01-09 10:40:00,1412.476,1353.28,35.7293,36.27
2020-01-09 10:45:00,1412.7325,1353.63,35.715,36.29
2020-01-09 10:50:00,1412.9736,1353.65,35.7002,36.295
2020-01-09 10:55:00,1413.2151,1353.3149,35.6854,36.29
2020-01-09 11:00:00,1413.4236,1353.4025,35.6711,36.295
2020-01-09 11:05:00,1413.6075,1353.03,35.6557,36.325
2020-01-09 11:10:00,1413.7861,1353.485,35.6404,36.32
2020-01-09 11:15:00,1414.001,1353.515,35.6258,36.325
2020-01-09 11:20:00,1414.1979,1353.67,35.6098,36.335
2020-01-09 11:25:00,1414.3598,1353.5639999999999,35.5949,36.32
2020-01-09 11:30:00,1414.4886,1352.425,35.5798,36.325
2020-01-09 11:35:00,1414.6351,1352.74,35.5653,36.33
2020-01-09 11:40:00,1414.8021,1353.395,35.551,36.335
2020-01-09 11:45:00,1414.9586,1354.2,35.5366,36.315
2020-01-09 11:50:00,1415.1247,1354.37,35.5232,36.295
2020-01-09 11:55:00,1415.2597,1354.345,35.5096,36.245
2020-01-09 12:00:00,1415.3921,1354.58,35.4969,36.23
2020-01-09 12:05:00,1415.5316,1353.91,35.483000000000004,36.225
2020-01-09 12:10:00,1415.639,1354.78,35.4687,36.245
2020-01-09 12:15:00,1415.7254,1354.09,35.4553,36.215
2020-01-09 12:20:00,1415.8355,1353.85,35.4426,36.21
2020-01-09 12:25:00,1415.9209,1353.9,35.4293,36.225
2020-01-09 12:30:00,1416.0362,1354.37,35.4161,36.225
2020-01-09 12:35:00,1416.0943,1354.59,35.4027,36.17
2020-01-09 12:40:00,1416.155,1355.2257,35.389,36.185
2020-01-09 12:45:00,1416.1865,1355.41,35.3753,36.18
2020-01-09 12:50:00,1416.2763,1355.61,35.3622,36.185
2020-01-09 12:55:00,1416.4048,1355.385,35.3492,36.2
2020-01-09 13:00:00,1416.5628,1354.9977,35.3366,36.21
2020-01-09 13:05:00,1416.7191,1354.7052,35.3239,36.23
2020-01-09 13:10:00,1416.8361,1354.6801,35.3113,36.235
2020-01-09 13:15:00,1416.9592,1355.415,35.2988,36.26
2020-01-09 13:20:00,1417.0662,1355.0,35.2852,36.25
2020-01-09 13:25:00,1417.1569,1355.85,35.2717,36.25
2020-01-09 13:30:00,1417.2642,1355.91,35.2593,36.23
2020-01-09 13:35:00,1417.3617,1355.47,35.2468,36.19
2020-01-09 13:40:00,1417.4662,1356.09,35.234,36.21
2020-01-09 13:45:00,1417.5809,1356.01,35.2216,36.185
2020-01-09 13:50:00,1417.7160000000001,1355.51,35.2092,36.16
2020-01-09 13:55:00,1417.8459,1356.1,35.1956,36.15
2020-01-09 14:00:00,1417.9479999999999,1356.42,35.181999999999995,36.19
2020-01-09 14:05:00,1418.0634,1354.84,35.1691,36.185
2020-01-09 14:10:00,1418.1684,1354.78,35.1559,36.22
2020-01-09 14:15:00,1418.3072,1355.86,35.1431,36.24
2020-01-09 14:20:00,1418.4866,1354.5273,35.1315,36.24
2020-01-09 14:25:00,1418.6771,1354.86,35.1213,36.26
2020-01-09 14:30:00,1418.8856,1355.36,35.1121,36.26
2020-01-09 14:35:00,1418.7428,1354.86,35.1087,36.24
2020-01-09 14:40:00,1418.6142,1355.985,35.1032,36.245
2020-01-09 14:45:00,1418.5549,1356.3654,35.0997,36.2464
2020-01-09 14:50:00,1418.4908,1355.6899,35.0941,36.23
2020-01-09 14:55:00,1418.3922,1355.33,35.089,36.25
2020-01-09 15:00:00,1418.3705,1354.54,35.0852,36.27
2020-01-09 15:05:00,1418.3248,1354.5699,35.0817,36.296
2020-01-09 15:10:00,1418.2904,1354.2422,35.078,36.28
2020-01-09 15:15:00,1418.1999,1354.09,35.0739,36.17
2020-01-09 15:20:00,1418.0816,1352.89,35.0698,36.14
2020-01-09 15:25:00,1417.9407,1353.405,35.0662,36.135
2020-01-09 15:30:00,1417.8603,1354.28,35.0642,36.15
2020-01-09 15:35:00,1417.7647,1352.35,35.0634,36.1
2020-01-09 15:40:00,1417.6502,1354.76,35.0619,36.14
2020-01-09 15:45:00,1417.5811,1353.8101,35.061,36.125
2020-01-09 15:50:00,1417.4821,1352.66,35.0603,36.115
2020-01-09 15:55:00,1417.4051,1352.485,35.0611,36.11
2020-01-09 16:00:00,1417.3676,1359.12,35.0621,36.17
